Timestamp;Position.x;Position.y;Position.z;Rotation.x;Rotation.y;Rotation.z;Rotation.w
22:09:10.031449;0;0;0;0;0;0;1
22:09:11.770987;0;0;0;0;0;0;1
22:09:11.771988;0;0;0;0;0;0;1
22:09:11.772988;0;0;0;0;0;0;1
22:09:11.772988;0;0;0;0;0;0;1
22:09:11.798003;0;0;0;0;0;0;1
22:09:11.798003;0;0;0;0;0;0;1
22:09:11.798986;0;0;0;0;0;0;1
22:09:11.798986;0;0;0;0;0;0;1
22:09:11.799986;0;0;0;0;0;0;1
22:09:11.809021;0;0;0;0;0;0;1
22:09:11.809021;0;0;0;0;0;0;1
22:09:11.827128;0;0;0;0;0;0;1
22:09:11.828128;0;0;0;0;0;0;1
22:09:11.828128;0;0;0;0;0;0;1
22:09:11.829148;0;0;0;0;0;0;1
22:09:11.843760;0;0;0;0;0;0;1
22:09:11.843760;0;0;0;0;0;0;1
22:09:11.844761;0;0;0;0;0;0;1
22:09:11.865170;0;0;0;0;0;0;1
22:09:11.865170;0;0;0;0;0;0;1
22:09:11.866169;0;0;0;0;0;0;1
22:09:11.866947;0;0;0;0;0;0;1
22:09:11.871283;0;0;0;0;0;0;1
22:09:11.871795;0;0;0;0;0;0;1
22:09:11.885259;0;0;0;0;0;0;1
22:09:11.885259;0;0;0;0;0;0;1
22:09:11.900948;0;0;0;0;0;0;1
22:09:11.900948;0;0;0;0;0;0;1
22:09:11.900948;0;0;0;0;0;0;1
22:09:
